html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
349822.html,TBPOLYMERLIMITED,：TB公司,2014-06-16,12.669,315000,,
349822.html,TBPOLYMERLIMITED,：TB公司,2014-06-17,12.899,700000,,
349822.html,TBPOLYMERLIMITED,：TB公司,2014-06-18,13.195,1000000,,
349822.html,TBPOLYMERLIMITED,：TB公司,2014-09-24,16.591,80000,,
349974.html,鲁特投资,,2014-08-12,18.525,820450,,
349974.html,鲁特投资,,2014-08-14,18.221,607050,,
349974.html,鲁特投资,,2014-08-15,18.085,105000,,
349974.html,鲁特投资,,2014-08-18,18.229,550000,,
349974.html,鲁特投资,,2014-08-19,18.584,440000,,
349974.html,鲁特投资,,2014-09-24,17.660,300000,,
350316.html,热键电子（香港）有限公司,香港热键,2014-09-23,29.16,2800000,,
350316.html,热键电子（香港）有限公司,香港热键,2014-09-25,30.38,1500000,,
350316.html,热键电子（香港）有限公司,香港热键,2014-09-25,30.38,1200000,,
350316.html,热键电子（香港）有限公司,香港热键,2014-09-25,30.38,2000000,190501079,0.6734
351214.html,惠州市德帮实业有限公司,德帮实业,2014-09-23,14.98,3000000,,
351474.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2014-09-23,13.57,2300000,,
351474.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2014-09-23,13.42,23700000,,
352070.html,武汉华工创业投资有限责任公司,华工创投,2014-09-23,18.94,135000,,
352070.html,武汉华工创业投资有限责任公司,华工创投,2014-09-22,19.30,4850000,,
352421.html,高新投资,,2014-06-23,20.24,771014,,
352421.html,高新投资,,2014-08-28,20.50,430000,,
352421.html,高新投资,,2014-09-01,22.12,570000,,
352421.html,高新投资,,2014-09-03,23.06,200000,,
352421.html,高新投资,,2014-09-04,23.70,140000,,
352421.html,高新投资,,2014-09-15,23.99,30200,,
352421.html,高新投资,,2014-09-19,23.93,180000,,
352421.html,高新投资,,2014-09-23,24.15,399800,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-08,10.08,240000,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-11,10.17,683399,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-12,10.00,888394,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-13,9.98,970000,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-14,9.99,679749,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-15,9.91,1820000,,
353623.html,JiudingMarsLimited,JiudingMars,2014-08-18,9.95,2585000,,
353623.html,JiudingMarsLimited,JiudingMars,2014-09-15,12.20,471636,,
353623.html,JiudingMarsLimited,JiudingMars,2014-09-16,11.79,413382,,
355283.html,绿色尼罗,,2014-08-28,29.51,2000000,,
355283.html,绿色尼罗,,2014-09-05,38.50,2000000,,
355283.html,绿色尼罗,,2014-09-09,38.22,600000,,
355283.html,绿色尼罗,,2014-09-15,40.06,450000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2013-10-30,21.16元/股*,1500000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2013-12-04,18.28元/股*,1000000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2014-02-10,19.49元/股*,1000000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2014-02-14,19.62元/股*,1000000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2014-08-19,10.73元/股,2600000,,
356151.html,烟台开发区龙源电力燃烧控制工程有限公司,烟台燃控,2014-08-22,10.84元/股,2600000,67678880,0.1319
356373.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-10,13.62,300000,,
356373.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-11,15.00,300000,,
356373.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-12,15.34,300000,,
356373.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-15,15.26,400000,,
356550.html,桑日百汇兴投资有限公司,,2014-09-12,,130000,130000,0.0003
359519.html,科泰控股有限公司,科泰控股,2014-09-05,14.44,1500000,,
359519.html,科泰控股有限公司,科泰控股,2014-09-09,14.49,1500000,,
359519.html,蔡行荣先生,,2014-09-05,15.41,55000,,
360574.html,东盛投资有限公司,东盛投资,2014-09-04,18.3,7339645,,
361299.html,广西梧州索芙特美容保健品有限公司,索美公司,2014-08-28,8.77,13400000,,
361299.html,广西梧州索芙特美容保健品有限公司,索美公司,2014-09-02,8.72,8000000,,
361299.html,广西梧州索芙特美容保健品有限公司,索美公司,2014-09-03,8.92,8600000,215056890,9.31
361542.html,奥克集团股份公司,,2014-09-04,13.27,奥克集团股份公司,186702949,0.5541
361780.html,江门凯地生物技术有限公司,凯地公司,2014-09-02,7.18,5922000,,
362280.html,量子集团,,2014-09-04,8.20,3000000,,
362396.html,中国科学院福建物质结构研究所,,2014-09-02,10.01,8820000,,
362585.html,徐州杰能科技发展投资有限公司,杰能公司,2014-09-01,11.14,11000000,77000000,32.41
362814.html,奥克集团股份公司,,2014-09-03,13.40,奥克集团股份公司,187599749,0.5567
363729.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-01,13.10,300000,,
363729.html,乌鲁木齐曜丰股权投资有限合伙企业,曜丰投资,2014-09-02,13.32,1000000,,
363905.html,金龙控股集团有限公司,金龙集团,2014-08-27,22.55,2700000,,
363905.html,金龙控股集团有限公司,金龙集团,2014-08-29,22.89,2700000,,
363905.html,金龙控股集团有限公司,金龙集团,2014-09-01,23.33,2600000,,
363926.html,RICHGOALHOLDINGSLIMITED,RICHGOAL,2014-07-07,14.27,1679900,,
363926.html,RICHGOALHOLDINGSLIMITED,RICHGOAL,2014-07-08,14.27,1600000,,
363926.html,RICHGOALHOLDINGSLIMITED,RICHGOAL,2014-08-29,15.2,3279900,59237000,0.1331
367022.html,中国电能成套设备有限公司,成套公司,2013-08-28,,32000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-09,9.11,800000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-10,9.12,800000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-14,9.08,800000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-15,9.22,1000000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-16,9.07,1000000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-17,8.93,1000000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-07-18,8.76,800000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-08-20,9.7,1000000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-08-21,9.68,1700000,,
372680.html,新沂市华益投资管理有限公司,华益投资,2014-08-22,9.63,1756000,,
375431.html,广西梧州索芙特美容保健品有限公司,索美公司,2014-08-21,9.64,32000000,245056890,10.61
377683.html,中国消费品投资公司,中国消费品,2014-08-04,17.05,1000000,,
377683.html,中国消费品投资公司,中国消费品,2014-08-06,17.20,2000000,,
377683.html,中国消费品投资公司,中国消费品,2014-08-12,17.28,2000000,,
377683.html,中国消费品投资公司,中国消费品,2014-08-15,16.92,900000,,
377683.html,中国消费品投资公司,中国消费品,2014-08-19,17.24,450000,16465000,0.0487
381620.html,深圳市金信安投资有限公司,金信安,2014-07-10,,1300000,,
381620.html,深圳市金信安投资有限公司,金信安,2014-08-15,,1383251,70627049,0.2067
382488.html,新余新力科技术工程有限公司,：新余新力科,2014-08-13,17.26,3000000,,
382488.html,新余新力科技术工程有限公司,：新余新力科,2014-08-15,17.24,5000000,,
382488.html,阎克伟,,2014-06-27,14.16,980000,,
383205.html,江苏中超投资集团有限公司,中超集团,2014-08-18,8.50元/股,12000000,,
384274.html,平安大华基金公司-平安银行-平安信托平安财富创赢一期27号集合资金信托,,2014-08-13,,36290000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2013-11-04,*19.36,1400000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2013-11-05,*20.01,1400000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2013-11-27,*20.19,1000000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2014-01-03,*18.79,1200000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2014-02-12,*19.75,1600000,,
388912.html,烟台海融电力技术有限公司,烟台海融,2014-08-04,10.63,2600000,55302400,0.1078
391372.html,云南马龙万企化工有限公司,马龙万企,2008-03-11,,5777950,5777950,0.0458
392844.html,上海证券交惦所,,2008-09-26,,60000,,
392861.html,中山火炬集团有限公司,火炬集团,2009-09-23,,14221719,,
393404.html,云南省城市建设投资有限公司,,2008-10-09,,100190,,
397012.html,中国恒天集团有限公司,中国恒天,2011-02-16,,2322000,,
397012.html,中国恒天集团有限公司,中国恒天,2014-08-06,,9645000,63610526,0.1057
399946.html,上海淮矿资产管理有限公司,上海淮矿,2014-01-07,,211000,,
399946.html,上海淮矿资产管理有限公司,上海淮矿,2014-07-31,,4683450,,
400313.html,北京商契九鼎投资中心（有限合伙）,商契九鼎,2014-07-30,15.68,6100000,,
403861.html,中国远洋运输(集团)总公司,中远集团,2008-09-12,,7287698,5491469589,0.5375
404469.html,绿庭（香港）有限公司,绿庭香港,2009-08-31,7.58,600695,,
404469.html,绿庭（香港）有限公司,绿庭香港,2009-09-09,7.58,600695,271490848,0.4014
406032.html,弘毅投资产业一期基金（天津）(有限合伙),弘毅投资,2013-05-22,,25000000,125000000,0.0491
406128.html,广州珠江实业集团有限公司,珠江实业集团,2013-07-25,,6611701,139090254,0.2933
407568.html,南山集团有限公司,南山集团,2012-09-19,,7528495,829528495,0.4289
410912.html,日本公司接到豫商集团有限公司,豫商公司,2013-06-20,,6400040,,
413150.html,郑州宇通集团有限公司,宇通集团,2008-10-30,,3374669,,
413734.html,中经信投资有限公司,中经投,2009-10-29,,3498000,23428895,0.0617
414643.html,中国南方工业集团公司,南方集团,2009-03-17,,6859200,233675913,0.34
414662.html,河南瑞贝卡控股有限责任公司,：瑞贝卡控股,2010-03-26,12.13,1925412,,
417391.html,中国南方工业集团公司,南方集团,2010-01-19,,2052028,240535113,0.35
417478.html,亿阳集团股份有限公司,亿阳集团,2010-01-26,,5000000,108054840,0.307
417554.html,京安集团,,2010-01-27,,1330000,,
418296.html,上海证券交惦所,,2007-12-21,,7070000,88780300,
418296.html,河南愇鸽实惄投资股份有限公司,愇鸽投资,2009-12-11,,5000000,,
418296.html,河南愇鸽实惄投资股份有限公司,愇鸽投资,2009-05-20,,11510000,,
418922.html,天津工程机械研究院,天工院,2009-12-28,,2000000,,
418922.html,工程机械股份有限公司,本公司,2009-12-29,,3000000,115275666,0.4177
423777.html,江苏阳光集团有限公司,阳光集团,2011-04-28,,48000000,534793362,0.2999
425295.html,江苏阳光集团有限公司,阳光集团,2011-04-28,,48000000,,
438712.html,中国长安汽车集团股份有限公司,,2014-07-24,12.515元/股,中国长安汽车集团股份有限公司,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-09,,1942325,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-10,,2040130,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-11,,3428329,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-14,,4706513,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-15,,572430,,
443838.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-16,,2295693,,
444175.html,汕头市龙湖区富祥投资有限公司,富祥投资,2014-07-11,16.38,620000,,
444175.html,汕头市龙湖区富祥投资有限公司,富祥投资,2014-07-14,16.44,230000,,
444175.html,汕头市龙湖区富祥投资有限公司,富祥投资,2014-07-15,15.80,150000,,
444175.html,汕头市龙湖区富祥投资有限公司,富祥投资,2014-07-16,15.09,1060000,6040000,0.0498
444525.html,新疆成农远大股权投资有限合伙企业,成农投资,2014-07-11,15.50元,1150000,,
444525.html,新疆成农远大股权投资有限合伙企业,成农投资,2014-07-14,15.19元,1000000,,
445134.html,彩虹集团电子股份有限公司,彩虹电子,2014-07-14,,3600000,135904798,0.1845
445832.html,天津硅谷天堂恒盛股权投资基金合伙企业（有限合伙）,天津恒盛基金,2014-07-04,6.08,9300000,,
445832.html,天津硅谷天堂恒盛股权投资基金合伙企业（有限合伙）,天津恒盛基金,2014-07-07,6.18,1600000,,
445832.html,天津硅谷天堂恒盛股权投资基金合伙企业（有限合伙）,天津恒盛基金,2014-07-11,6.05,100000,19000000,0.0456
447107.html,青岛海尔厨房设施有限公司,厨房设施公司,2014-06-25,,899000,899000,0.0003
470670.html,上海联创永宣创业投资企业,上海联创,2014-07-04,15.36,1650000,,
472478.html,江苏瀛寰实业集团有限公司,江苏瀛寰,2014-07-03,5.68,9902685,61781780,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-05-15,,1000,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-05-26,,1000,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-06-17,,1367298,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-06-20,,5000000,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-06-23,,7604160,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-06-27,,923300,,
473844.html,昆明盈鑫壹伍投资中心(有限合伙),昆明盈鑫,2014-07-04,,265401,,
475022.html,山东省高新技术创业投资有限公司,高新投,2013-05-24,22.64,1500000,,
475022.html,山东省高新技术创业投资有限公司,高新投,2013-09-18,11.81,866670,,
475022.html,山东省高新技术创业投资有限公司,高新投,2013-09-18,11.99,1000000,29507714,0.0492
475867.html,金龙控股集团有限公司,金龙集团,2014-07-03,16.9,3000000,,
480247.html,科泰控股有限公司,科泰控股,2014-07-01,11.39,2000000,,
480247.html,新疆荣旭泰投资有限合伙企业,,2014-07-01,11.39,2000000,,
484369.html,金龙控股集团有限公司,金龙集团,2014-06-30,17.2,3000000,,
486803.html,武汉福星生物药业有限公司,福星药业,2014-06-17,25.65,116959,,
486803.html,武汉福星生物药业有限公司,福星药业,2014-06-26,25.65,1026314,6642303,0.0606
491319.html,青海天象投资实业有限公司,,2010-04-15,,1868500,,
4919924.html,东方时尚投资有限公司,投资公司,2016-05-24,,4293434,276937184,0.6594
4921761.html,星星集团有限公司,星星集团,2016-03-02,31.046,4000000,,
4921761.html,星星集团有限公司,星星集团,2016-03-02,32.77,658974,,
4922472.html,浙江伟星创业投资有限公司,伟星创投,2016-05-25,15.52元/股,3210000,11090000,0.0436
4927996.html,香港喜多来集团有限公司,香港喜多来集团,2016-01-25,33.75,1500000,,
4927996.html,香港喜多来集团有限公司,香港喜多来集团,2016-03-21,32.60,2000000,,
4927996.html,香港喜多来集团有限公司,香港喜多来集团,2016-05-27,27.18,1000000,77966767,0.2143
492870.html,青岛海信电子产业控股股份有限公司,海信电子控股,2010-05-07,,2419308,238967810,0.4136
4930818.html,仇建平,,2016-05-25,19.66,4900000,,
4930818.html,仇建平,,2016-05-31,19.73,5000000,,
4930818.html,仇建平,,2016-06-01,19.70,10000000,,
4930818.html,王玲玲,,2016-05-23,20.51,5700000,,
4930818.html,巨星控股集团有限公司,巨星集团,2016-06-01,19.70,10000000,,
4930921.html,深圳市平安创新资本投资有限公司,平安创新,2016-05-31,27.15,3200000,,
4932397.html,华联控股股份有限公司,华联控股,2016-06-01,45.24,3200000,,
4932780.html,许继集团有限公司,许继集团,2016-05-31,,3313744,416197653,0.4128
4933356.html,浙江如山成长创业投资有限公司,如山成长,2016-05-25,108.16,80000,,
4933356.html,浙江如山成长创业投资有限公司,如山成长,2016-05-31,112.16,420000,3200000,0.0381
4935954.html,星月集团有限公司,星月集团,2016-06-02,26.6,11000000,13352380,0.0348
4953110.html,傅长玉,,2016-05-17,25.62,3000000,,
4956280.html,荣盛控股股份有限公司,荣盛控股,2016-02-02,6.86,7600000,,
4956280.html,荣盛控股股份有限公司,荣盛控股,2016-06-20,6.90,23900046,,
4957252.html,华润医药投资有限公司,华润医药投资,2016-05-05,,30476110,,
4957713.html,霍尔果斯国微股权投资管理合伙企业（有限合伙）,,2016-06-16,40.31,3000000,,
4957713.html,霍尔果斯国微股权投资管理合伙企业（有限合伙）,,2016-06-17,39.90,3000000,,
4957713.html,霍尔果斯国微股权投资管理合伙企业（有限合伙）,,2016-06-21,41.92,3000000,30282522,0.0499
496664.html,天津市医药集团有限公司,医药集团,2010-08-18,,10000000,3256,0.4404
498510.html,上海证券交惦所,,2010-11-24,,2561500,,
499499.html,四川宏达实业有限公司,宏达实业,2010-12-30,13.56,28360000,,
499499.html,四川宏达实业有限公司,宏达实业,2010-12-31,13.56,21640000,,
500440.html,青海天象,,2011-01-27,,2000000,,
500671.html,天津劝业华联集团有限公司,劝华集团,2011-01-20,,8699333,,
502228.html,青海天象投资实惄有限公司,,2011-03-15,,1050000,13531500,
50288.html,深圳市达晨创业投资有限公司,达晨财信,2010-12-07,,10349500,19170500,0.0468
504099.html,中国国际贸易中心有限公司,国贸有限公司,2011-05-30,8.81,500000,810107949,0.8043
505524.html,四川宏达实业有限公司,宏达实业,2011-06-13,13.10,1600000,322400000,0.3124
508360.html,青岛渤海和合创业投资有限公司,青岛渤海和合,2014-06-25,6.00,7000000,,
508360.html,青岛渤海和合创业投资有限公司,青岛渤海和合,2014-06-26,6.00,7000000,,
508360.html,青岛渤海和合创业投资有限公司,青岛渤海和合,2014-06-27,6.00,6000000,10000000,0.024
508818.html,张江高科,,2014-06-25,16.847,418450,12444456,0.0519
51087.html,荣盛控股股份有限公司,荣盛控股,2010-08-12,,26400,,
528587.html,宁波开发投资集团有限公司,宁波开投,2006-05-20,,2607639,56342739,0.3354
536139.html,绵阳市益多园房地产开发有限责任公司,绵阳益多园,2007-01-23,,19555380,19555380,0.047
536139.html,四川平原实业发展有限公司,平原实业,2007-01-24,,56125620,56125620,0.1349
54010.html,科创公司,,2009-05-06,16.54,3350000,,
54010.html,科创公司,,2010-11-30,32.76,738000,,
54010.html,科创公司,,2010年12月,31.13,2427200,,
54010.html,科创公司,,2010-08-16,16.54,763000,,
541085.html,上海证券交易所减持公司,,2007-01-31,,51563972,46118400,0.1109
541085.html,四川平原实业发展有限公司,平原实业,2007-04-17,,46118400,,
543903.html,——商丘市天祥商贸有限公司,天祥商贸,2007-07-30,,1520000,,
546087.html,陕西东盛药业股份有限公司,东盛药业,2007-09-25,,5338021,,
546521.html,云南马龙万企化工有限公司,马龙万企,2007-10-16,,9063700,9063700,0.0718
551608.html,——海南易方达经济发展有限公司,海南易方达,2008-01-14,,1630000,,
553626.html,福建省冶金（控股）有限责任公司,福建冶金,2008-10-10,,68,68,0.01
553848.html,海口海越经济开发有限公司,海口海越,2008-10-29,,472900,65557300,0.2207
554272.html,投资管理有限公司,明和投资,2008-11-12,,7366700,,
556653.html,厦门海翼集团有限公司,海翼集团,2011-08-23,,1179224,420809050,0.5397
556978.html,英诺维公司,,2011-08-11,,976851,,
557464.html,江西昌九化工集团有限公司,昌九集团,2011-09-14,,6000000,91620000,0.3797
557944.html,中国物资储运总公司,中储总公司,2011-10-11,9.12,2185700,378108920,0.4501
558419.html,北京玺萌置业有限公司,玺萌置业,2011-10-31,9.21-9.33,200000,,
558419.html,北京华信六合投资有限公司,华信六合,2011-11-02,8.89-9.09,14585651,,
558419.html,大华大陆投资有限公司,大华大陆,2011-10-25,9.26-9.41,300000,,
558419.html,大华大陆投资有限公司,大华大陆,2011-10-26,9.13-9.31,2286884,,
558419.html,大华大陆投资有限公司,大华大陆,2011-10-27,8.98-9.14,660000,,
558419.html,大华大陆投资有限公司,大华大陆,2011-10-28,8.99-9.18,420000,,
558419.html,大华大陆投资有限公司,大华大陆,2011-11-02,9.28-9.90,702000,,
558419.html,中储发展股份有限公司,中储股份,2011-10-25,9.10-9.43,1110000,,
559685.html,青海中金创业投资有限公司,,2011-11-28,,12369000,,
563500.html,天津药业集团有限公司,天药集团,11.4.13,15.48,24156100,,
563537.html,泛海能源投资股份有限公司,泛海能源,2011-05-27,9.30,泛海能源投资股份有限公司,,
563558.html,珠海市科见投资有限公司,珠海科见,2011-06-13,6.92,1000000,4026.58,0.2214
563558.html,香港亿涛国际有限公司,香港亿涛,2011-06-13,6.92,4000000,,
563567.html,珠海市科见投资有限公司,珠海科见,2011-06-17,6.62,1000000,3926.58,0.2159
563567.html,香港亿涛国际有限公司,香港亿涛,2011-06-17,6.62,3000000,,
563620.html,上海复星平鑫投资有限公司,,2011-07-18,13.52元,3100000,,
563696.html,步步高投资集团股份有限公司,步步高投资集团,2010-06-04,,13133,,
563761.html,上海力鼎投资管理有限公司,力鼎投资,2011-01-27,29.60,2600000,3933838,
569322.html,华润深国投信托有限公司,华润深国投,2014-06-19,10.59元,3000000,,
569322.html,华润深国投信托有限公司,华润深国投,2014-06-20,10.76元,9771590,41115512,0.0476
569451.html,桂江企业有限公司,桂江公司,2014-05-08,约4.16,347629,,
569451.html,桂江企业有限公司,桂江公司,2014-06-18,约4.43,800000,21982703,0.0667
570794.html,四川宏达（集团）有限公司,宏达集团,2014-06-19,7.13元/股,6000000,25336614,4.16
572268.html,阳光凯迪,,2012-12-06,7.12,5000000,,
572365.html,阳光凯迪,,2012-12-11,8.60,7040000,,
572603.html,北京顺鑫农业发展集团有限公司,顺鑫集团,2012-12-05,10.03,1493760,210483780,0.48
572973.html,阳光凯迪,,2012-11-22,8.55,12040000,,
573645.html,江阴模塑集团有限公司,模塑集团,2011-10-11,,455200,,
574039.html,KPCBVTHoldingsLimited,KPCB,2012-09-18,14.81,400000,,
574356.html,北京首冶新元科技发展有限公司,首冶新元,2012-09-12,11.29,117903,,
574356.html,北京首冶新元科技发展有限公司,首冶新元,2012-09-11,10.03,900000,,
574356.html,北京首冶新元科技发展有限公司,首冶新元,2012-09-13,12.14,2000000,,
574356.html,股东名称,,本次减持前持有股份,本次减持前持有股份,本次减持后持有股份,,
574356.html,北京首冶新元科技发展有限公司,首冶新元,10,107,538,9.60,7089635,,
574356.html,北京首冶新元科技发展有限公司,首冶新元,10,107,538,9.60,7089635,,
574488.html,深圳市创新投资集团有限公司,深创投,2012-08-31,16.93,2034612,4666178,0.0316
574488.html,郑州百瑞创新资本创业投资有限公司,郑百瑞,2012-08-31,15.71,4013952,,
574566.html,香港喜多来集团有限公司,香港喜多来集团,2010年12月,30.67,1122615,,
574566.html,香港喜多来集团有限公司,香港喜多来集团,2012-09-05,7.41,591000,,
574566.html,香港喜多来集团有限公司,香港喜多来集团,2012-09-06,7.43,669000,743947700000,0.2943
575527.html,黄新华,,2012-07-23,11.40,2000000,,
575527.html,宁波新海塑料实业有限公司,新海塑料实业,2011-10-31,8.47,35700,,
575527.html,宁波新海塑料实业有限公司,新海塑料实业,2011-11-02,8.33,184200,,
575527.html,宁波新海塑料实业有限公司,新海塑料实业,2012-07-23,11.40,2200000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-18,24.12,770000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-11,21.69,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-12,22.33,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-13,21.85,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-16,21.60,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-18,20.52,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-19,20.70,500000,,
575536.html,汕头市华宇投资控股有限公司,华宇投资,2012-07-20,21.83,500000,10730000,0.1073
576330.html,海南六丰源农业开发有限公司,海南六丰源,2012-06-15,16.21元,2000000,,
577526.html,上海玖歌投资管理有限公司,上海玖歌,2012-04-13,22.97元,1500000,,
578895.html,上海兴业投资发展有限公司,兴业投资,2014-06-17,43.21,2350432,,
578895.html,上海兴业投资发展有限公司,兴业投资,2014-06-18,44.74,3168123,,
579629.html,东莞市源源化工有限公司,源源化工,2014-05-22,24.70,1000000,,
579629.html,东莞市源源化工有限公司,源源化工,2014-05-26,24.70,1000000,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-06,29.50-29.74,253300,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-10,29.65,6800,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-11,29.90,20000,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-16,26.37,2900000,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-17,27.532,1600000,,
579629.html,东莞市源源化工有限公司,源源化工,2014-06-17,26.00,2000000,,
581809.html,上海兴业投资发展有限公司,兴业投资,2014-06-10,38.83,1160000,,
581809.html,上海兴业投资发展有限公司,兴业投资,2014-06-11,39.18,2932450,,
581809.html,上海兴业投资发展有限公司,兴业投资,2014-06-12,38.88,1907550,41625000,0.3469
581809.html,朱军红,,2014-06-10,38.81,1160000,,
582927.html,上海复星医药产业发展有限公司,复星医药产业,2014-06-10,21.55,1271486,,
583589.html,中国船舶重工集团公司第七二五研究所,七二五所,2014-06-06,16.64,50000000,,
583788.html,金瑞,,2013-12-02,,468123,,
584429.html,绍兴市旅游集团有限公司,旅游集团,2012-01-05,,1163200,29396240,0.2346
587782.html,湖南财信创业投资有限责任公司,财信创投,2012.12,7.19,2343840,,
587782.html,湖南财信创业投资有限责任公司,财信创投,2013.11,14.42,7008256,,
587782.html,湖南财信创业投资有限责任公司,财信创投,2013.12,9.75,12400000,,
587782.html,湖南财信创业投资有限责任公司,财信创投,2012.12,7.21,25216,,
587804.html,上海莱士血液制品股份有限公司,公司,2012-12-13,13.067,157639,,
587804.html,上海莱士血液制品股份有限公司,公司,2012-12-14,13.350,460540,,
587804.html,上海莱士血液制品股份有限公司,公司,2012-12-17,13.280,60000,,
587804.html,上海莱士血液制品股份有限公司,公司,2012-12-19,13.180,74800,,
587804.html,上海莱士血液制品股份有限公司,公司,2012-12-04,12.138,535050,,
587804.html,上海莱士血液制品股份有限公司,公司,2013-12-03,,5297317,,
587804.html,上海莱士血液制品股份有限公司,公司,2013-01-08,15.456,4009288,,
589970.html,南通通能投资实业有限责任公司,,2010-03-31,,6567,,
589970.html,南通通能投资实业有限责任公司,,2010-04-01,,355305,12010939,0.0853
590090.html,深圳新都酒店股份有限公司,公司,2010-03-26,7.49,305750,49714950,0.1509
590479.html,凯恩集团有限公司,凯恩集团,2010-03-17,10.25,9700000,45150603,0.2318
5936409.html,周原九鼎,,2016-06-24,50.17,2600000,8400000,0.0627
596304.html,珠海格力集团有限公司,格力集团,11月27日,,19083279,381058241,0.2028
596392.html,珠海格力集团有限公司,格力集团,11月20日,,7503496,392638024,0.209
596392.html,珠海格力房产有限公司,格力房产,11月16日,,11347866,,
5968077.html,中兵投资管理有限责任公司,中兵投资,2016-06-27,9.22元/股,32000000,,
5968077.html,股东名称,,本次减持前持有股份,本次减持前持有股份,本次减持后持有股份,,
5968077.html,中兵投资管理有限责任公司,中兵投资,71,000,000,4.44%,39000000,,
598166.html,长沙通程实业集团有限公司,通程实业,2009-10-16,,6253870,,
599320.html,浙江天堂硅谷创业集团有限公司,天堂硅谷,2009-09-21,,16467359,49463751,0.1499
601207.html,CDHNemo(HK)Limited,鼎晖投资,2014-01-24,,53147224,53147224,0.0499
60172.html,沈阳商业大厦（集团）股份有限公司,,2010-10-25,,59427111,,
602191.html,企业福建省亿力投资发展有限公司,亿力投资,2009-09-02,,6226448,8311151,0.0496
606229.html,武汉虹信通信技术有限责任公司,虹信通信,2014-05-08,,442746,442746,0.0005
