公告id,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
92512,江阴市九润管业有限公司,九润管业,2015-01-20,,78748900,114146345,0.0725
930406,中国华融资产管理股份有限公司,中国华融,2014-03-03,,23712946,,
93991,上海锦富投资管理有限公司,上海锦富投资,2015-03-16,14.8,5000000,,
93991,上海锦富投资管理有限公司,上海锦富投资,2015-03-17,15.2,5000000,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2015-03-16,8.5,3226801,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2014-07-31,5.9,8000000,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2014-09-19,6.9,2000000,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2014-09-29,8.4,1000000,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2015-03-03,7.9,3000000,,
94032,深圳市红岭创业投资企业（有限合伙）,深圳红岭创投,2015-03-09,8.2,2600000,,
94658,深圳市神州通投资集团有限公司,神州通投资,2015-03-17,16.4,6000000,5987035860000,0.5965
94658,深圳市全球星投资管理有限公司,全球星投资,2013-12-04,21.7,5000000,,
95625,雷岩投资,,2015-03-02,72.2,500000,,
95625,雷岩投资,,2015-03-04,78.2,600000,,
95625,雷岩投资,,2015-03-18,76.6,500000,14434625,0.1066
964661,宁波宁电投资发展有限公司,宁波宁电,2014-02-24,7.205,300000,,
983624,深南实业,,2014-02-12,6.00-6.9,5280000,7176685,0.0136
984933,长和投资有限公司,长和投资,2014-02-11,10.8,9403900,92889379,0.1076
9874695,久立集团股份有限公司,久立集团,2015-08-03,14.1,1500000,,
9874695,久立集团股份有限公司,久立集团,2015-08-05,15.3,542800,,
9874695,久立集团股份有限公司,久立集团,2015-08-21,15.9,1187503,,
9874695,久立集团股份有限公司,久立集团,2015-09-01,11.8,125000,,
9874695,久立集团股份有限公司,久立集团,2015-09-30,11.3,187500,,
9874695,久立集团股份有限公司,久立集团,2016-01-12,11.0,1150000,,
9874695,久立集团股份有限公司,久立集团,2016-01-13,11.0,2370000,,
9874695,久立集团股份有限公司,久立集团,2016-01-19,10.7,1493624,,
9874695,久立集团股份有限公司,久立集团,2016-01-20,10.9,100000,,
9874695,久立集团股份有限公司,久立集团,2016-01-21,10.8,800000,,
9874695,久立集团股份有限公司,久立集团,2016-02-25,9.8,600000,,
9874695,久立集团股份有限公司,久立集团,2016-02-26,9.4,700000,,
9874695,久立集团股份有限公司,久立集团,2016-04-25,9.7,600000,,
9874695,科策3号基金,,2016-02-23,10.4,150000,,
9874695,科策3号基金,,2016-02-24,10.5,900000,,
9874695,科策3号基金,,2016-02-25,10.0,850000,,
9874695,科策3号基金,,2016-02-26,9.5,600000,,
9874695,科策3号基金,,2016-04-22,9.7,200000,,
9874695,科策3号基金,,2016-04-25,9.7,520000,,
9874695,科策3号基金,,2016-05-25,9.2,580000,,
9874695,科策3号基金,,2016-05-26,9.1,1900000,,
9874695,科策3号基金,,2016-05-27,9.2,1600000,,
9877928,深圳市博睿意碳源科技有限公司,博睿意碳源,2016-07-11,,4164690,,
9881236,南京金陵饭店集团有限公司,金陵集团,2016-07-13,,1670600,119878133,0.3996
9892758,硕贝德控股,,2016-07-19,17.3,7500000,,
9892758,硕贝德控股,,2016-07-20,17.9,2500000,,
9898056,广东顾地塑胶有限公司,广东顾地,2016-07-20,20.1,11000000,,
9898056,广东顾地塑胶有限公司,广东顾地,2016-07-21,20.1,6250000,,
